date,product,category,quantity,unit_price,revenue
2024-01-31,Wireless Mouse,Electronics,4,1090.04,4360.14
2024-01-31,Keyboard Mechanical,Electronics,1,247.61,247.61
2024-01-31,Keyboard Mechanical,Furniture,5,762.69,3813.46
2024-01-31,Desk Lamp,Accessories,3,780.3,2340.89
2024-01-31,Office Chair,Accessories,2,1042.58,2085.17
2024-01-31,Office Chair,Furniture,4,241.7,966.8
2024-01-31,Headset Wireless,Accessories,3,771.92,2315.76
2024-01-31,Office Chair,Furniture,3,318.64,955.91
2024-01-31,Webcam HD,Accessories,5,620.03,3100.16
2024-01-31,Monitor 4K,Accessories,2,696.79,1393.59
2024-01-31,Desk Lamp,Accessories,2,402.71,805.43
2024-01-31,Standing Desk,Furniture,2,119.45,238.91
2024-02-01,Laptop Pro,Electronics,2,570.77,1141.53
2024-02-01,Keyboard Mechanical,Accessories,5,51.65,258.27
2024-02-01,Office Chair,Accessories,3,674.23,2022.69
2024-02-01,Desk Lamp,Electronics,1,413.03,413.03
2024-02-01,Keyboard Mechanical,Furniture,3,106.3,318.91
2024-02-01,Monitor 4K,Electronics,2,772.43,1544.87
2024-02-01,Webcam HD,Accessories,3,737.84,2213.51
2024-02-01,Laptop Pro,Electronics,1,98.92,98.92
2024-02-01,USB Hub,Electronics,5,954.1,4770.52
2024-02-01,USB Hub,Accessories,4,547.95,2191.79
2024-02-01,Wireless Mouse,Accessories,4,909.22,3636.86
2024-02-01,Desk Lamp,Accessories,3,50.09,150.26
2024-02-01,USB Hub,Furniture,3,492.67,1478.02
2024-02-01,Headset Wireless,Accessories,4,898.03,3592.12
2024-02-01,Desk Lamp,Furniture,2,110.91,221.82
2024-02-01,Wireless Mouse,Furniture,5,100.19,500.95
2024-02-01,Wireless Mouse,Furniture,4,863.5,3453.98
2024-02-01,Office Chair,Furniture,1,1043.07,1043.07
2024-02-01,Desk Lamp,Furniture,5,156.81,784.04
2024-02-01,Keyboard Mechanical,Accessories,2,855.32,1710.63
2024-02-01,Webcam HD,Accessories,3,584.67,1754.01
2024-02-01,Wireless Mouse,Furniture,4,480.38,1921.51
2024-02-01,Keyboard Mechanical,Accessories,2,1124.05,2248.1
2024-02-01,Laptop Pro,Accessories,1,200.9,200.9
2024-02-01,Office Chair,Accessories,5,276.91,1384.53
2024-02-01,Wireless Mouse,Electronics,2,749.61,1499.22
2024-02-01,Laptop Pro,Accessories,3,424.41,1273.23
2024-02-01,Laptop Pro,Electronics,5,43.95,219.73
2024-02-01,Webcam HD,Electronics,5,1122.71,5613.57
2024-02-01,Laptop Pro,Electronics,1,531.83,531.83
2024-02-01,USB Hub,Furniture,1,703.99,703.99
2024-02-01,Office Chair,Electronics,1,1131.98,1131.98
2024-02-01,Headset Wireless,Electronics,5,92.18,460.9
2024-02-01,Desk Lamp,Accessories,4,450.54,1802.18
2024-02-01,Webcam HD,Electronics,1,195.98,195.98
2024-02-01,Keyboard Mechanical,Electronics,5,413.84,2069.22
2024-02-01,Monitor 4K,Furniture,3,49.65,148.94
2024-02-01,Monitor 4K,Furniture,5,686.92,3434.59
2024-02-01,Wireless Mouse,Accessories,1,1018.22,1018.22
2024-02-01,Keyboard Mechanical,Electronics,5,203.37,1016.86
2024-02-02,Laptop Pro,Furniture,5,450.82,2254.08
2024-02-02,Monitor 4K,Accessories,1,341.48,341.48
2024-02-02,Headset Wireless,Furniture,2,325.79,651.58
2024-02-02,Webcam HD,Electronics,4,870.69,3482.75
2024-02-02,Webcam HD,Accessories,3,806.96,2420.87
2024-02-02,Standing Desk,Furniture,3,255.21,765.62
2024-02-02,Keyboard Mechanical,Accessories,3,108.36,325.07
2024-02-02,USB Hub,Electronics,5,986.25,4931.24
2024-02-02,Monitor 4K,Electronics,1,872.23,872.23
2024-02-02,USB Hub,Accessories,4,681.73,2726.91
2024-02-02,Monitor 4K,Furniture,5,455.87,2279.33
2024-02-02,Office Chair,Furniture,5,1074.15,5370.77
2024-02-02,Webcam HD,Furniture,3,144.76,434.28
2024-02-02,Wireless Mouse,Furniture,4,976.72,3906.9
2024-02-02,Standing Desk,Furniture,4,860.38,3441.53
2024-02-02,Webcam HD,Accessories,1,972.19,972.19
2024-02-02,Monitor 4K,Furniture,5,113.27,566.37
2024-02-02,Desk Lamp,Electronics,4,828.38,3313.5
2024-02-02,Webcam HD,Accessories,3,976.98,2930.94
2024-02-02,Headset Wireless,Accessories,1,241.19,241.19
2024-02-02,Desk Lamp,Furniture,1,600.4,600.4
2024-02-02,Laptop Pro,Furniture,1,1091.11,1091.11
2024-02-02,Wireless Mouse,Furniture,1,83.18,83.18
2024-02-02,Keyboard Mechanical,Accessories,4,1083.48,4333.93
2024-02-02,Webcam HD,Electronics,1,142.88,142.88
2024-02-02,Webcam HD,Electronics,2,227.84,455.68
2024-02-02,Headset Wireless,Furniture,2,873.94,1747.88
2024-02-02,USB Hub,Furniture,5,205.86,1029.29
2024-02-02,USB Hub,Furniture,1,920.23,920.23
2024-02-02,Desk Lamp,Furniture,1,1189.1,1189.1
2024-02-02,Office Chair,Accessories,5,1014.8,5073.99
2024-02-02,Headset Wireless,Accessories,1,710.25,710.25
2024-02-02,Standing Desk,Furniture,5,586.81,2934.06
2024-02-02,Desk Lamp,Accessories,5,156.89,784.44
2024-02-02,Laptop Pro,Electronics,5,612.29,3061.44
2024-02-02,Keyboard Mechanical,Furniture,4,190.07,760.28
2024-02-02,Keyboard Mechanical,Electronics,4,840.65,3362.61
2024-02-02,Office Chair,Accessories,2,258.2,516.41
2024-02-02,Wireless Mouse,Electronics,3,601.66,1804.97
2024-02-02,Headset Wireless,Furniture,1,103.83,103.83
2024-02-02,Monitor 4K,Accessories,4,931.28,3725.13
2024-02-02,Desk Lamp,Furniture,4,950.9,3803.6
2024-02-02,Standing Desk,Accessories,5,125.7,628.48
2024-02-02,USB Hub,Accessories,2,1124.65,2249.3
2024-02-03,Laptop Pro,Electronics,4,597.93,2391.74
2024-02-03,Wireless Mouse,Furniture,1,533.22,533.22
2024-02-03,Keyboard Mechanical,Furniture,4,1195.82,4783.27
2024-02-03,Webcam HD,Accessories,1,634.06,634.06
2024-02-03,USB Hub,Furniture,4,340.51,1362.04
2024-02-03,Headset Wireless,Furniture,1,148.28,148.28
2024-02-03,Laptop Pro,Accessories,4,922.06,3688.23
2024-02-03,Keyboard Mechanical,Furniture,1,793.72,793.72
2024-02-03,Keyboard Mechanical,Electronics,2,288.97,577.93
2024-02-03,USB Hub,Furniture,4,971.34,3885.36
2024-02-03,Headset Wireless,Electronics,1,400.43,400.43
2024-02-03,Keyboard Mechanical,Accessories,4,213.87,855.46
2024-02-03,USB Hub,Electronics,2,602.24,1204.48
2024-02-03,Office Chair,Accessories,3,151.46,454.37
2024-02-03,Laptop Pro,Accessories,2,244.52,489.05
2024-02-03,Monitor 4K,Furniture,3,1142.79,3428.38
2024-02-03,Office Chair,Accessories,2,1174.47,2348.94
2024-02-03,Desk Lamp,Electronics,2,267.25,534.49
2024-02-03,Wireless Mouse,Accessories,1,671.29,671.29
2024-02-03,Monitor 4K,Accessories,5,1064.53,5322.64
2024-02-03,Laptop Pro,Furniture,1,90.85,90.85
2024-02-03,Monitor 4K,Furniture,5,732.69,3663.43
2024-02-03,Keyboard Mechanical,Electronics,1,534.3,534.3
2024-02-04,Monitor 4K,Electronics,5,384.46,1922.28
2024-02-04,Monitor 4K,Furniture,1,834.04,834.04
2024-02-04,Keyboard Mechanical,Accessories,3,536.39,1609.17
2024-02-04,Monitor 4K,Electronics,3,1037.25,3111.76
2024-02-04,Desk Lamp,Furniture,1,1197.32,1197.32
2024-02-04,Headset Wireless,Electronics,3,83.94,251.82
2024-02-04,USB Hub,Accessories,4,1071.22,4284.88
2024-02-04,Headset Wireless,Furniture,2,1132.04,2264.08
2024-02-04,USB Hub,Accessories,1,368.94,368.94
2024-02-04,Office Chair,Furniture,3,544.52,1633.55
2024-02-04,Webcam HD,Electronics,5,1059.96,5299.8
2024-02-04,Desk Lamp,Electronics,4,139.85,559.42
2024-02-04,Monitor 4K,Electronics,3,1015.14,3045.43
2024-02-04,Wireless Mouse,Electronics,5,574.17,2870.86
2024-02-04,Laptop Pro,Furniture,1,802.77,802.77
2024-02-04,Webcam HD,Accessories,1,1075.67,1075.67
2024-02-04,Webcam HD,Accessories,3,816.95,2450.85
2024-02-04,Office Chair,Electronics,4,1171.9,4687.59
2024-02-04,Webcam HD,Furniture,2,474.26,948.52
2024-02-04,Webcam HD,Furniture,5,380.12,1900.58
2024-02-04,Webcam HD,Accessories,3,429.53,1288.6
2024-02-04,USB Hub,Accessories,3,1031.57,3094.72
2024-02-04,Headset Wireless,Furniture,5,80.5,402.52
2024-02-04,Laptop Pro,Furniture,4,189.69,758.76
2024-02-04,Webcam HD,Furniture,1,325.43,325.43
2024-02-04,Laptop Pro,Electronics,5,413.85,2069.25
2024-02-04,USB Hub,Accessories,3,717.53,2152.59
2024-02-04,Monitor 4K,Furniture,4,383.03,1532.13
2024-02-04,Headset Wireless,Furniture,3,764.68,2294.05
2024-02-04,Desk Lamp,Electronics,5,329.94,1649.72
2024-02-04,Standing Desk,Furniture,1,565.06,565.06
2024-02-04,Keyboard Mechanical,Electronics,3,973.62,2920.85
2024-02-04,Headset Wireless,Accessories,4,319.67,1278.67
2024-02-04,USB Hub,Electronics,3,301.97,905.92
2024-02-04,Webcam HD,Electronics,2,203.52,407.04
2024-02-04,Standing Desk,Electronics,2,387.76,775.53
2024-02-04,Headset Wireless,Electronics,2,1129.38,2258.77
2024-02-04,Monitor 4K,Accessories,4,173.3,693.22
2024-02-04,Keyboard Mechanical,Furniture,5,732.82,3664.09
2024-02-04,Desk Lamp,Accessories,2,1100.43,2200.86
2024-02-05,Desk Lamp,Furniture,5,264.83,1324.13
2024-02-05,Keyboard Mechanical,Furniture,1,966.25,966.25
2024-02-05,USB Hub,Accessories,2,736.26,1472.51
2024-02-05,Standing Desk,Furniture,3,413.89,1241.66
2024-02-05,Standing Desk,Electronics,3,815.81,2447.44
2024-02-05,Monitor 4K,Electronics,1,211.65,211.65
2024-02-05,Laptop Pro,Furniture,2,307.64,615.29
2024-02-05,Laptop Pro,Accessories,1,1197.25,1197.25
2024-02-05,Webcam HD,Electronics,5,79.56,397.78
2024-02-05,Wireless Mouse,Electronics,4,288.48,1153.93
2024-02-05,Laptop Pro,Furniture,4,842.52,3370.09
2024-02-05,Standing Desk,Electronics,1,320.85,320.85
2024-02-05,Standing Desk,Accessories,4,474.03,1896.14
2024-02-05,Office Chair,Accessories,3,64.92,194.75
2024-02-05,Monitor 4K,Electronics,5,750.7,3753.51
2024-02-05,Keyboard Mechanical,Accessories,4,481.99,1927.95
2024-02-05,Office Chair,Furniture,4,1095.18,4380.74
2024-02-05,Laptop Pro,Furniture,3,654.4,1963.21
2024-02-06,USB Hub,Electronics,1,999.47,999.47
2024-02-06,USB Hub,Electronics,4,360.06,1440.25
2024-02-06,Wireless Mouse,Electronics,5,553.28,2766.38
2024-02-06,Standing Desk,Furniture,2,363.98,727.95
2024-02-06,Monitor 4K,Electronics,4,1198.05,4792.21
2024-02-06,USB Hub,Electronics,3,494.04,1482.13
2024-02-06,Desk Lamp,Accessories,1,1016.46,1016.46
2024-02-06,Headset Wireless,Furniture,4,458.19,1832.76
2024-02-06,Standing Desk,Furniture,3,985.88,2957.65
2024-02-06,Keyboard Mechanical,Furniture,5,755.81,3779.04
2024-02-06,Laptop Pro,Accessories,5,1012.03,5060.14
2024-02-06,Keyboard Mechanical,Electronics,1,1194.98,1194.98
2024-02-06,Laptop Pro,Accessories,5,976.38,4881.92
2024-02-06,Monitor 4K,Accessories,2,849.31,1698.63
2024-02-06,Headset Wireless,Furniture,5,856.61,4283.03
2024-02-06,Keyboard Mechanical,Furniture,1,380.09,380.09
2024-02-06,Webcam HD,Electronics,2,459.96,919.91
2024-02-06,Office Chair,Electronics,2,582.73,1165.46
2024-02-06,Laptop Pro,Electronics,3,735.76,2207.27
2024-02-06,USB Hub,Electronics,4,304.42,1217.68
2024-02-06,Standing Desk,Accessories,2,741.95,1483.9
2024-02-06,Keyboard Mechanical,Electronics,1,168.6,168.6
2024-02-06,Wireless Mouse,Furniture,1,913.96,913.96
2024-02-06,USB Hub,Furniture,3,586.55,1759.65
2024-02-06,Headset Wireless,Furniture,4,92.86,371.44
2024-02-06,Desk Lamp,Accessories,2,1077.43,2154.87
2024-02-06,Wireless Mouse,Furniture,5,528.66,2643.3
2024-02-06,USB Hub,Electronics,5,910.1,4550.48
2024-02-06,Standing Desk,Accessories,1,472.86,472.86
2024-02-06,Laptop Pro,Accessories,1,413.52,413.52
2024-02-06,Desk Lamp,Electronics,4,715.76,2863.04
2024-02-06,Desk Lamp,Accessories,2,1097.4,2194.79
2024-02-06,Headset Wireless,Electronics,1,915.1,915.1
2024-02-06,Headset Wireless,Accessories,5,1053.72,5268.58
2024-02-07,Headset Wireless,Furniture,4,506.42,2025.68
2024-02-07,Webcam HD,Furniture,4,384.26,1537.05
2024-02-07,Headset Wireless,Furniture,1,1187.08,1187.08
2024-02-07,Standing Desk,Electronics,3,441.58,1324.74
2024-02-07,Office Chair,Electronics,4,253.51,1014.02
2024-02-07,Headset Wireless,Furniture,5,551.98,2759.91
2024-02-07,Office Chair,Electronics,4,111.51,446.03
2024-02-07,Monitor 4K,Electronics,1,394.25,394.25
2024-02-07,Office Chair,Electronics,2,855.41,1710.82
2024-02-07,Headset Wireless,Accessories,4,100.12,400.48
2024-02-07,Webcam HD,Furniture,2,1049.23,2098.46
2024-02-07,USB Hub,Electronics,4,91.2,364.81
2024-02-07,Monitor 4K,Electronics,2,786.84,1573.69
2024-02-07,Keyboard Mechanical,Electronics,3,90.9,272.71
2024-02-07,Headset Wireless,Accessories,3,232.48,697.43
2024-02-07,Wireless Mouse,Electronics,4,322.66,1290.64
2024-02-07,USB Hub,Accessories,3,844.92,2534.75
2024-02-07,Laptop Pro,Electronics,2,637.47,1274.95
2024-02-07,Wireless Mouse,Furniture,3,1024.28,3072.84
2024-02-07,Headset Wireless,Accessories,5,505.86,2529.28
2024-02-07,USB Hub,Accessories,5,1073.61,5368.05
2024-02-07,Monitor 4K,Electronics,1,588.14,588.14
2024-02-07,Wireless Mouse,Furniture,1,546.59,546.59
2024-02-07,Wireless Mouse,Accessories,1,616.54,616.54
2024-02-07,USB Hub,Accessories,2,816.62,1633.25
2024-02-07,Webcam HD,Electronics,3,566.34,1699.01
2024-02-08,Office Chair,Accessories,4,81.9,327.6
2024-02-08,Standing Desk,Accessories,4,647.35,2589.39
2024-02-08,USB Hub,Electronics,4,547.22,2188.9
2024-02-08,Monitor 4K,Accessories,3,1171.16,3513.47
2024-02-08,Laptop Pro,Accessories,3,927.83,2783.5
2024-02-08,Standing Desk,Electronics,3,929.8,2789.4
2024-02-08,Headset Wireless,Furniture,5,65.86,329.29
2024-02-08,Laptop Pro,Electronics,3,1138.27,3414.81
2024-02-08,Standing Desk,Electronics,3,103.01,309.02
2024-02-08,Desk Lamp,Accessories,1,39.33,39.33
2024-02-08,Keyboard Mechanical,Electronics,1,317.56,317.56
2024-02-08,Webcam HD,Furniture,4,244.62,978.47
2024-02-08,Standing Desk,Accessories,4,331.39,1325.54
2024-02-08,Monitor 4K,Furniture,5,1052.14,5260.69
2024-02-08,Headset Wireless,Accessories,2,554.22,1108.44
2024-02-08,Headset Wireless,Furniture,5,668.98,3344.89
2024-02-08,Standing Desk,Electronics,1,116.52,116.52
2024-02-08,Monitor 4K,Electronics,1,145.22,145.22
2024-02-08,Standing Desk,Furniture,5,366.3,1831.48
2024-02-08,Headset Wireless,Furniture,1,513.06,513.06
2024-02-08,Keyboard Mechanical,Electronics,2,1035.68,2071.36
2024-02-08,Webcam HD,Furniture,2,517.75,1035.49
2024-02-08,Desk Lamp,Accessories,2,331.18,662.35
2024-02-08,USB Hub,Furniture,3,1017.5,3052.49
2024-02-08,Webcam HD,Accessories,4,728.19,2912.77
2024-02-08,Wireless Mouse,Accessories,2,471.44,942.88
2024-02-08,Keyboard Mechanical,Accessories,1,769.86,769.86
2024-02-08,USB Hub,Electronics,5,165.69,828.44
2024-02-09,Standing Desk,Furniture,4,1146.09,4584.37
2024-02-09,Monitor 4K,Accessories,2,247.56,495.13
2024-02-09,Standing Desk,Accessories,3,751.09,2253.28
2024-02-09,Headset Wireless,Furniture,3,1147.84,3443.51
2024-02-09,Keyboard Mechanical,Furniture,2,1176.29,2352.59
2024-02-09,Office Chair,Furniture,1,1164.92,1164.92
2024-02-09,Laptop Pro,Accessories,3,369.67,1109.0
2024-02-09,Desk Lamp,Electronics,3,1099.85,3299.56
2024-02-09,Standing Desk,Furniture,1,472.69,472.69
2024-02-09,Office Chair,Electronics,1,259.61,259.61
2024-02-09,Headset Wireless,Electronics,3,662.95,1988.85
2024-02-09,Keyboard Mechanical,Furniture,3,1060.69,3182.08
2024-02-09,Wireless Mouse,Accessories,1,1092.73,1092.73
2024-02-09,Standing Desk,Electronics,1,836.81,836.81
2024-02-09,Headset Wireless,Furniture,2,38.48,76.97
2024-02-09,Wireless Mouse,Electronics,3,683.3,2049.89
2024-02-09,Wireless Mouse,Furniture,5,51.15,255.76
2024-02-09,Office Chair,Accessories,4,452.09,1808.36
2024-02-09,Wireless Mouse,Furniture,2,489.47,978.94
2024-02-09,Headset Wireless,Furniture,1,1148.51,1148.51
2024-02-09,Monitor 4K,Accessories,3,1061.93,3185.78
2024-02-09,USB Hub,Furniture,4,216.96,867.83
2024-02-09,USB Hub,Furniture,2,131.98,263.95
2024-02-09,Monitor 4K,Accessories,1,1033.35,1033.35
2024-02-09,Office Chair,Furniture,3,1165.15,3495.46
2024-02-09,Laptop Pro,Electronics,2,812.91,1625.81
2024-02-09,Webcam HD,Furniture,2,78.84,157.69
2024-02-09,Headset Wireless,Furniture,3,697.99,2093.96
2024-02-09,Standing Desk,Electronics,1,806.02,806.02
2024-02-09,Keyboard Mechanical,Accessories,2,351.6,703.19
2024-02-09,Webcam HD,Electronics,5,972.35,4861.73
2024-02-09,Standing Desk,Electronics,1,593.1,593.1
2024-02-09,Webcam HD,Accessories,4,183.19,732.75
2024-02-09,Office Chair,Accessories,4,155.08,620.3
2024-02-10,Desk Lamp,Furniture,5,630.01,3150.07
2024-02-10,Desk Lamp,Accessories,3,689.91,2069.72
2024-02-10,Webcam HD,Accessories,4,1090.81,4363.24
2024-02-10,Keyboard Mechanical,Electronics,5,189.47,947.36
2024-02-10,Keyboard Mechanical,Accessories,4,852.3,3409.21
2024-02-10,Desk Lamp,Accessories,1,741.67,741.67
2024-02-10,Standing Desk,Electronics,4,860.5,3442.02
2024-02-10,Headset Wireless,Furniture,5,994.42,4972.09
2024-02-10,Webcam HD,Accessories,3,661.51,1984.54
2024-02-10,Wireless Mouse,Electronics,2,647.14,1294.27
2024-02-10,Office Chair,Accessories,3,111.75,335.24
2024-02-10,Desk Lamp,Electronics,3,285.66,856.97
2024-02-10,Keyboard Mechanical,Electronics,2,978.45,1956.89
2024-02-10,Desk Lamp,Accessories,2,834.34,1668.69
2024-02-10,Desk Lamp,Furniture,5,839.02,4195.12
2024-02-10,Standing Desk,Furniture,3,337.38,1012.14
2024-02-10,Standing Desk,Furniture,5,765.08,3825.41
2024-02-10,Office Chair,Furniture,5,374.01,1870.03
2024-02-10,Wireless Mouse,Electronics,4,804.12,3216.49
2024-02-10,Wireless Mouse,Furniture,1,411.72,411.72
2024-02-10,Standing Desk,Electronics,5,158.52,792.59
2024-02-10,Monitor 4K,Accessories,1,296.57,296.57
2024-02-10,Standing Desk,Accessories,4,330.05,1320.2
2024-02-10,Monitor 4K,Furniture,2,1138.09,2276.17
2024-02-10,Monitor 4K,Electronics,4,1114.54,4458.16
2024-02-10,USB Hub,Accessories,4,864.93,3459.72
2024-02-10,Office Chair,Furniture,4,217.14,868.57
2024-02-10,Office Chair,Accessories,3,382.56,1147.67
2024-02-10,Wireless Mouse,Electronics,2,969.11,1938.21
2024-02-10,Monitor 4K,Electronics,4,1076.53,4306.11
2024-02-10,Monitor 4K,Electronics,4,289.14,1156.56
2024-02-10,Wireless Mouse,Accessories,1,871.31,871.31
2024-02-10,USB Hub,Accessories,2,823.87,1647.75
2024-02-10,Headset Wireless,Accessories,1,523.82,523.82
2024-02-10,Desk Lamp,Furniture,1,781.52,781.52
2024-02-10,Monitor 4K,Accessories,2,233.47,466.94
2024-02-10,USB Hub,Accessories,1,109.69,109.69
2024-02-10,Desk Lamp,Electronics,4,894.86,3579.42
2024-02-10,Webcam HD,Furniture,4,806.34,3225.35
2024-02-10,Laptop Pro,Electronics,5,560.94,2804.7
2024-02-10,USB Hub,Accessories,5,465.94,2329.72
2024-02-10,Laptop Pro,Accessories,3,1139.43,3418.3
2024-02-10,Headset Wireless,Electronics,3,323.26,969.78
2024-02-10,Desk Lamp,Furniture,1,36.09,36.09
2024-02-11,Webcam HD,Accessories,3,781.2,2343.59
2024-02-11,Monitor 4K,Accessories,3,883.17,2649.51
2024-02-11,Laptop Pro,Furniture,4,1047.29,4189.17
2024-02-11,Desk Lamp,Electronics,2,979.26,1958.52
2024-02-11,Wireless Mouse,Furniture,3,471.18,1413.55
2024-02-11,Office Chair,Furniture,4,341.0,1364.02
2024-02-11,Desk Lamp,Accessories,5,701.64,3508.21
2024-02-11,Monitor 4K,Electronics,4,212.67,850.66
2024-02-11,Standing Desk,Accessories,4,65.73,262.94
2024-02-11,Desk Lamp,Accessories,5,179.68,898.4
2024-02-11,Standing Desk,Furniture,1,1107.84,1107.84
2024-02-11,Webcam HD,Accessories,2,216.13,432.26
2024-02-11,Desk Lamp,Accessories,5,840.8,4204.01
2024-02-11,Standing Desk,Accessories,4,756.47,3025.88
2024-02-11,Standing Desk,Furniture,3,40.3,120.89
2024-02-11,Standing Desk,Electronics,2,1058.25,2116.5
2024-02-11,Keyboard Mechanical,Furniture,2,606.21,1212.42
2024-02-11,Office Chair,Furniture,1,763.1,763.1
2024-02-11,Laptop Pro,Accessories,5,660.65,3303.25
2024-02-11,Office Chair,Furniture,5,670.18,3350.92
2024-02-11,Keyboard Mechanical,Accessories,3,136.29,408.86
2024-02-11,Wireless Mouse,Furniture,2,1144.79,2289.58
2024-02-11,USB Hub,Accessories,2,39.34,78.67
2024-02-11,Laptop Pro,Furniture,1,1028.46,1028.46
2024-02-11,Webcam HD,Accessories,5,1002.43,5012.17
2024-02-11,Office Chair,Furniture,5,345.92,1729.59
2024-02-11,Keyboard Mechanical,Furniture,3,605.63,1816.88
2024-02-11,Headset Wireless,Accessories,4,946.42,3785.69
2024-02-11,Webcam HD,Accessories,3,980.65,2941.96
2024-02-11,Monitor 4K,Accessories,3,831.26,2493.77
2024-02-11,Laptop Pro,Electronics,2,525.76,1051.51
2024-02-11,Desk Lamp,Furniture,3,1024.59,3073.76
2024-02-12,Keyboard Mechanical,Electronics,1,883.58,883.58
2024-02-12,Wireless Mouse,Accessories,4,406.89,1627.55
2024-02-12,USB Hub,Electronics,4,259.14,1036.55
2024-02-12,Headset Wireless,Furniture,2,775.86,1551.71
2024-02-12,Wireless Mouse,Furniture,1,107.45,107.45
2024-02-12,Wireless Mouse,Electronics,2,953.57,1907.13
2024-02-12,Monitor 4K,Furniture,1,803.61,803.61
2024-02-12,Standing Desk,Accessories,2,782.23,1564.46
2024-02-12,Wireless Mouse,Accessories,2,630.26,1260.51
2024-02-12,Keyboard Mechanical,Furniture,1,498.86,498.86
2024-02-12,Wireless Mouse,Electronics,2,488.35,976.7
2024-02-12,Laptop Pro,Furniture,1,706.98,706.98
2024-02-12,Laptop Pro,Electronics,5,726.12,3630.58
2024-02-12,Headset Wireless,Furniture,1,849.28,849.28
2024-02-12,Headset Wireless,Electronics,4,579.3,2317.21
2024-02-12,Wireless Mouse,Accessories,4,789.53,3158.13
2024-02-12,USB Hub,Furniture,2,165.65,331.29
2024-02-12,Monitor 4K,Electronics,5,1097.25,5486.24
2024-02-12,Headset Wireless,Furniture,1,910.69,910.69
2024-02-12,Office Chair,Accessories,1,652.52,652.52
2024-02-12,Monitor 4K,Furniture,4,774.06,3096.26
2024-02-12,Laptop Pro,Electronics,3,344.22,1032.65
2024-02-12,Headset Wireless,Electronics,2,374.17,748.34
2024-02-12,Desk Lamp,Furniture,2,290.75,581.51
2024-02-12,Desk Lamp,Electronics,3,673.38,2020.14
2024-02-12,Office Chair,Furniture,5,41.3,206.5
2024-02-12,Desk Lamp,Furniture,2,619.54,1239.08
2024-02-12,Wireless Mouse,Furniture,1,257.44,257.44
2024-02-12,Laptop Pro,Accessories,3,704.73,2114.2
2024-02-12,Webcam HD,Electronics,1,773.47,773.47
2024-02-12,Office Chair,Accessories,2,298.03,596.05
2024-02-12,USB Hub,Accessories,3,772.07,2316.21
2024-02-12,Webcam HD,Electronics,5,33.96,169.79
2024-02-12,Webcam HD,Electronics,4,51.91,207.65
2024-02-12,Standing Desk,Electronics,2,904.09,1808.18
2024-02-12,Headset Wireless,Accessories,2,196.34,392.68
2024-02-12,USB Hub,Electronics,5,175.69,878.45
2024-02-12,USB Hub,Furniture,3,142.91,428.73
2024-02-13,Laptop Pro,Furniture,4,678.36,2713.43
2024-02-13,Laptop Pro,Electronics,4,1161.1,4644.39
2024-02-13,Office Chair,Electronics,5,570.25,2851.27
2024-02-13,USB Hub,Accessories,4,305.69,1222.76
2024-02-13,Office Chair,Accessories,4,900.49,3601.97
2024-02-13,Office Chair,Furniture,4,200.51,802.02
2024-02-13,Keyboard Mechanical,Accessories,4,336.53,1346.1
2024-02-13,Standing Desk,Accessories,4,80.48,321.93
2024-02-13,Standing Desk,Accessories,2,423.93,847.87
2024-02-13,Standing Desk,Furniture,1,939.24,939.24
2024-02-13,Wireless Mouse,Furniture,3,585.91,1757.73
2024-02-13,Webcam HD,Electronics,3,1168.24,3504.71
2024-02-13,USB Hub,Accessories,3,736.97,2210.92
2024-02-13,Keyboard Mechanical,Furniture,3,809.7,2429.09
2024-02-13,Webcam HD,Furniture,2,779.49,1558.98
2024-02-13,Monitor 4K,Electronics,4,450.89,1803.57
2024-02-13,Standing Desk,Electronics,5,27.12,135.58
2024-02-13,USB Hub,Furniture,2,91.52,183.05
2024-02-13,Office Chair,Accessories,2,1058.74,2117.48
2024-02-13,Desk Lamp,Accessories,1,109.19,109.19
2024-02-13,Keyboard Mechanical,Furniture,5,935.93,4679.63
2024-02-13,Laptop Pro,Furniture,5,418.93,2094.64
2024-02-13,Monitor 4K,Accessories,1,130.36,130.36
2024-02-13,Monitor 4K,Furniture,5,681.78,3408.9
2024-02-13,Webcam HD,Accessories,5,398.32,1991.61
2024-02-13,Wireless Mouse,Electronics,2,605.89,1211.78
2024-02-13,Headset Wireless,Electronics,4,476.99,1907.97
2024-02-13,Laptop Pro,Furniture,2,553.12,1106.25
2024-02-13,Wireless Mouse,Electronics,5,497.67,2488.33
2024-02-13,Standing Desk,Electronics,2,162.73,325.46
2024-02-13,Laptop Pro,Electronics,4,1057.07,4228.28
2024-02-13,Standing Desk,Electronics,4,1186.03,4744.12
2024-02-13,USB Hub,Electronics,3,682.45,2047.36
2024-02-14,Headset Wireless,Accessories,3,642.05,1926.16
2024-02-14,Laptop Pro,Accessories,5,557.64,2788.2
2024-02-14,Desk Lamp,Furniture,3,955.64,2866.92
2024-02-14,Wireless Mouse,Electronics,1,704.54,704.54
2024-02-14,Laptop Pro,Electronics,1,516.4,516.4
2024-02-14,Monitor 4K,Electronics,3,942.43,2827.28
2024-02-14,Laptop Pro,Furniture,5,837.8,4189.01
2024-02-14,Headset Wireless,Furniture,2,451.96,903.92
2024-02-14,Keyboard Mechanical,Accessories,1,623.28,623.28
2024-02-14,USB Hub,Accessories,4,889.54,3558.16
2024-02-14,Webcam HD,Furniture,4,702.53,2810.14
